country,score,rank,year,type
ｴｧ逸〓,1,1,2010,education
ｴｧ逸〓,0.9743,68,2010,health
ｴｧ逸〓,0.3695,10,2010,political
ｴｧ逸〓,0.7719,7,2010,overall
ｴｧ逸〓,0.7672,13,2011,economic
ｴｧ逸〓,1,1,2011,education
ｴｧ逸〓,0.9743,68,2011,health
ｴｧ逸〓,0.3696,10,2011,political
ｴｧ逸〓,0.7778,7,2011,overall
ｴｧ逸〓,0.7724,16,2012,economic
ｴｧ逸〓,1,1,2012,education
ｴｧ逸〓,0.9739,67,2012,health
ｴｧ逸〓,0.3645,11,2012,political
ｴｧ逸〓,0.7777,7,2012,overall
ｴｧ逸〓,0.7639,25,2013,economic
ｴｧ逸〓,1,1,2013,education
ｴｧ逸〓,0.9739,64,2013,health
ｴｧ逸〓,0.3738,11,2013,political
ｴｧ逸〓,0.7779,8,2013,overall
ｴｧ逸〓,0.8053,12,2014,economic
ｴｧ逸〓,1,1,2014,education
ｴｧ逸〓,0.9741,65,2014,health
ｴｧ逸〓,0.4306,7,2014,political
ｴｧ逸〓,0.8025,5,2014,overall
ｴｧ逸〓,0.788,20,2015,economic
ｴｧ逸〓,1,1,2015,education
ｴｧ逸〓,0.97,107,2015,health
ｴｧ逸〓,0.309,29,2015,political
ｴｧ逸〓,0.767,15,2015,overall
ｴｧ逸〓,0.735,34,2016,economic
ｴｧ逸〓,1,1,2016,education
ｴｧ逸〓,0.97,106,2016,health
ｴｧ逸〓,0.309,29,2016,political
ｴｧ逸〓,0.7535,19,2016,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.559,78,2006,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2006,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9796,1,2006,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1172,49,2006,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6639,58,2006,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.5851,88,2007,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2007,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9796,1,2007,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1172,55,2007,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6705,63,2007,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6008,82,2008,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2008,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9796,1,2008,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1172,69,2008,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6744,70,2008,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.647,67,2009,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2009,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9796,1,2009,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1172,73,2009,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6859,65,2009,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6516,64,2010,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2010,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9711,86,2010,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.087,92,2010,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6774,73,2010,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.5969,92,2011,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,1,1,2011,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9711,88,2011,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1049,80,2011,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6682,81,2011,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6052,93,2012,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9688,94,2012,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9711,89,2012,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1184,84,2012,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6659,89,2012,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6751,63,2013,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9822,84,2013,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9711,89,2013,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1184,84,2013,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6867,72,2013,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6794,63,2014,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9842,91,2014,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.9706,91,2014,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.1283,84,2014,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.6906,75,2014,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.648,86,2015,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.984,91,2015,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.971,98,2015,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.14,81,2015,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.686,84,2015,overall
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.658,78,2016,economic
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.989,77,2016,education
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.971,97,2016,health
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.085,118,2016,political
ｯｸ溢ｹｴｳｵ緋ｵｭ,0.676,96,2016,overall
川ｽｰ･ｴ,0.4994,92,2006,economic
川ｽｰ･ｴ,0.9939,39,2006,education
川ｽｰ･ｴ,0.9796,1,2006,health
川ｽｰ･ｴ,0.1003,64,2006,political
川ｽｰ･ｴ,0.6433,81,2006,overall
川ｽｰ･ｴ,0.6344,65,2007,economic
川ｽｰ･ｴ,0.9939,42,2007,education
川ｽｰ･ｴ,0.9796,1,2007,health
川ｽｰ･ｴ,0.1446,44,2007,political
川ｽｰ･ｴ,0.6881,42,2007,overall
川ｽｰ･ｴ,0.6234,74,2008,economic
川ｽｰ･ｴ,0.9953,52,2008,education
川ｽｰ･ｴ,0.9796,1,2008,health
川ｽｰ･ｴ,0.2381,28,2008,political
川ｽｰ･ｴ,0.7091,34,2008,overall
川ｽｰ･ｴ,0.6302,77,2009,economic
川ｽｰ･ｴ,0.9955,45,2009,education
川ｽｰ･ｴ,0.9796,1,2009,health
川ｽｰ･ｴ,0.2826,21,2009,political
川ｽｰ･ｴ,0.722,23,2009,overall
川ｽｰ･ｴ,0.5985,90,2010,economic
川ｽｰ･ｴ,0.9879,78,2010,education
川ｽｰ･ｴ,0.9758,57,2010,health
川ｽｰ･ｴ,0.2665,28,2010,political
川ｽｰ･ｴ,0.7072,39,2010,overall
川ｽｰ･ｴ,0.5838,99,2011,economic
川ｽｰ･ｴ,0.9877,77,2011,education
川ｽｰ･ｴ,0.9758,58,2011,health
川ｽｰ･ｴ,0.2668,29,2011,political
川ｽｰ･ｴ,0.7035,45,2011,overall
川ｽｰ･ｴ,0.5997,97,2012,economic
川ｽｰ･ｴ,0.9942,54,2012,education
川ｽｰ･ｴ,0.9758,58,2012,health
川ｽｰ･ｴ,0.3126,23,2012,political
川ｽｰ･ｴ,0.7206,33,2012,overall
川ｽｰ･ｴ,0.6253,90,2013,economic
川ｽｰ･ｴ,0.9942,52,2013,education
川ｽｰ･ｴ,0.9758,55,2013,health
川ｽｰ･ｴ,0.3604,17,2013,political
川ｽｰ･ｴ,0.7389,25,2013,overall
川ｽｰ･ｴ,0.7154,45,2014,economic
川ｽｰ･ｴ,0.9956,52,2014,education
川ｽｰ･ｴ,0.9796,1,2014,health
川ｽｰ･ｴ,0.2914,28,2014,political
川ｽｰ･ｴ,0.7455,20,2014,overall
川ｽｰ･ｴ,0.677,66,2015,economic
川ｽｰ･ｴ,0.996,53,2015,education
川ｽｰ･ｴ,0.98,1,2015,health
川ｽｰ･ｴ,0.297,31,2015,political
川ｽｰ･ｴ,0.738,32,2015,overall
川ｽｰ･ｴ,0.631,93,2016,economic
川ｽｰ･ｴ,0.996,48,2016,education
川ｽｰ･ｴ,0.98,1,2016,health
川ｽｰ･ｴ,0.297,32,2016,political
川ｽｰ･ｴ,0.7262,40,2016,overall
ｴぉ啄敢,0.4157,108,2006,economic
ｴぉ啄敢,0.903,90,2006,education
ｴぉ啄敢,0.9738,66,2006,health
ｴぉ啄敢,0.0218,111,2006,political
ｴぉ啄敢,0.5786,108,2006,overall
ｴぉ啄敢,0.421,120,2007,economic
ｴぉ啄敢,0.9091,101,2007,education
ｴぉ啄敢,0.9717,83,2007,health
ｴぉ啄敢,0.0218,123,2007,political
ｴぉ啄敢,0.5809,118,2007,overall
ｴぉ啄敢,0.4367,120,2008,economic
ｴぉ啄敢,0.9018,105,2008,education
ｴぉ啄敢,0.9717,84,2008,health
ｴぉ啄敢,0.0227,124,2008,political
ｴぉ啄敢,0.5832,122,2008,overall
ｴぉ啄敢,0.4498,124,2009,economic
ｴぉ啄敢,0.9004,107,2009,education
ｴぉ啄敢,0.9717,89,2009,health
ｴぉ啄敢,0.0227,129,2009,political
ｴぉ啄敢,0.5862,124,2009,overall
ｴぉ啄敢,0.453,121,2010,economic
ｴぉ啄敢,0.8987,110,2010,education
ｴぉ啄敢,0.9768,52,2010,health
ｴぉ啄敢,0.0311,125,2010,political
ｴぉ啄敢,0.5899,125,2010,overall
ｴぉ啄敢,0.4573,122,2011,economic
ｴぉ啄敢,0.9081,110,2011,education
ｴぉ啄敢,0.9768,52,2011,health
ｴぉ啄敢,0.0311,126,2011,political
ｴぉ啄敢,0.5933,123,2011,overall
ｴぉ啄敢,0.4536,124,2012,economic
ｴぉ啄敢,0.9248,110,2012,education
ｴぉ啄敢,0.9768,54,2012,health
ｴぉ啄敢,0.0348,125,2012,political
ｴぉ啄敢,0.5975,126,2012,overall
ｴぉ啄敢,0.4426,125,2013,economic
ｴぉ啄敢,0.9199,108,2013,education
ｴぉ啄敢,0.9768,51,2013,health
ｴぉ啄敢,0.0348,128,2013,political
ｴぉ啄敢,0.5935,125,2013,overall
ｴぉ啄敢,0.4609,131,2014,economic
ｴぉ啄敢,0.9467,109,2014,education
ｴぉ啄敢,0.9765,57,2014,health
ｴぉ啄敢,0.0413,134,2014,political
ｴぉ啄敢,0.6064,124,2014,overall
ｴぉ啄敢,0.441,135,2015,economic
ｴぉ啄敢,0.935,115,2015,education
ｴぉ啄敢,0.971,97,2015,health
ｴぉ啄敢,0.048,136,2015,political
ｴぉ啄敢,0.599,136,2015,overall
ｴぉ啄敢,0.444,132,2016,economic
ｴぉ啄敢,0.952,112,2016,education
ｴぉ啄敢,0.971,95,2016,health
ｴぉ啄敢,0.087,115,2016,political
ｴぉ啄敢,0.6136,131,2016,overall
們ざｰ罷巡･ｴ,0.5701,73,2006,economic
們ざｰ罷巡･ｴ,0.988,59,2006,education
們ざｰ罷巡･ｴ,0.9796,1,2006,health
們ざｰ罷巡･ｴ,0.197,24,2006,political
們ざｰ罷巡･ｴ,0.6837,38,2006,overall
們ざｰ罷巡･ｴ,0.5762,91,2007,economic
們ざｰ罷巡･ｴ,0.9884,66,2007,education
們ざｰ罷巡･ｴ,0.9796,1,2007,health
們ざｰ罷巡･ｴ,0.197,26,2007,political
們ざｰ罷巡･ｴ,0.6853,46,2007,overall
們ざｰ罷巡･ｴ,0.5632,97,2008,economic
們ざｰ罷巡･ｴ,0.988,78,2008,education
們ざｰ罷巡･ｴ,0.9796,1,2008,health
們ざｰ罷巡･ｴ,0.2194,32,2008,political
們ざｰ罷巡･ｴ,0.6875,56,2008,overall
們ざｰ罷巡･ｴ,0.5787,98,2009,economic
們ざｰ罷巡･ｴ,0.9875,81,2009,education
們ざｰ罷巡･ｴ,0.9796,1,2009,health
們ざｰ罷巡･ｴ,0.23,32,2009,political
們ざｰ罷巡･ｴ,0.6939,55,2009,overall
們ざｰ罷巡･ｴ,0.5534,102,2010,economic
們ざｰ罷巡･ｴ,0.9876,79,2010,education
們ざｰ罷巡･ｴ,0.9796,1,2010,health
們ざｰ罷巡･ｴ,0.1178,73,2010,political
們ざｰ罷巡･ｴ,0.6596,90,2010,overall
們ざｰ罷巡･ｴ,0.5405,108,2011,economic
們ざｰ罷巡･ｴ,0.9891,72,2011,education
們ざｰ罷巡･ｴ,0.9796,1,2011,health
們ざｰ罷巡･ｴ,0.1176,72,2011,political
們ざｰ罷巡･ｴ,0.6567,94,2011,overall
們ざｰ罷巡･ｴ,0.5427,112,2012,economic
們ざｰ罷巡･ｴ,0.9889,77,2012,education
們ざｰ罷巡･ｴ,0.9796,1,2012,health
們ざｰ罷巡･ｴ,0.1409,66,2012,political
們ざｰ罷巡･ｴ,0.663,94,2012,overall
們ざｰ罷巡･ｴ,0.5345,114,2013,economic
們ざｰ罷巡･ｴ,0.9886,79,2013,education
們ざｰ罷巡･ｴ,0.9796,1,2013,health
們ざｰ罷巡･ｴ,0.1409,70,2013,political
們ざｰ罷巡･ｴ,0.6609,96,2013,overall
們ざｰ罷巡･ｴ,0.6415,89,2014,economic
們ざｰ罷巡･ｴ,0.9884,82,2014,education
們ざｰ罷巡･ｴ,0.9796,1,2014,health
們ざｰ罷巡･ｴ,0.1358,80,2014,political
們ざｰ罷巡･ｴ,0.6863,81,2014,overall
們ざｰ罷巡･ｴ,0.639,92,2015,economic
們ざｰ罷巡･ｴ,0.991,78,2015,education
們ざｰ罷巡･ｴ,0.98,1,2015,health
們ざｰ罷巡･ｴ,0.214,49,2015,political
們ざｰ罷巡･ｴ,0.706,61,2015,overall
們ざｰ罷巡･ｴ,0.623,95,2016,economic
們ざｰ罷巡･ｴ,0.991,73,2016,education
們ざｰ罷巡･ｴ,0.98,1,2016,health
們ざｰ罷巡･ｴ,0.214,52,2016,political
們ざｰ罷巡･ｴ,0.7018,64,2016,overall
川侃 溢符,0.6824,27,2006,economic
川侃 溢符,0.9992,16,2006,education
川侃 溢符,0.9791,36,2006,health
川侃 溢符,0.1167,51,2006,political
川侃 溢符,0.6944,29,2006,overall
川侃 溢符,0.6935,34,2007,economic
川侃 溢符,0.9992,20,2007,education
川侃 溢符,0.9791,37,2007,health
川侃 溢符,0.1313,51,2007,political
川侃 溢符,0.7008,29,2007,overall
川侃 溢符,0.7004,33,2008,economic
川侃 溢符,0.9954,48,2008,education
川侃 溢符,0.9791,38,2008,health
川侃 溢符,0.1555,48,2008,political
川侃 溢符,0.7076,36,2008,overall
川侃 溢符,0.705,36,2009,economic
川侃 溢符,0.9979,37,2009,education
川侃 溢符,0.9791,41,2009,health
川侃 溢符,0.1555,50,2009,political
川侃 溢符,0.7094,36,2009,overall
川侃 溢符,0.7193,35,2010,economic
川侃 溢符,0.9967,38,2010,education
川侃 溢符,0.9773,50,2010,health
川侃 溢符,0.1138,74,2010,political
川侃 溢符,0.7018,47,2010,overall
川侃 溢符,0.7201,35,2011,economic
川侃 溢符,0.9967,38,2011,education
川侃 溢符,0.9773,51,2011,health
川侃 溢符,0.0989,87,2011,political
川侃 溢符,0.6983,52,2011,overall
川侃 溢符,0.7193,40,2012,economic
川侃 溢符,0.9936,58,2012,education
川侃 溢符,0.9791,34,2012,health
川侃 溢符,0.0989,87,2012,political
川侃 溢符,0.6977,60,2012,overall
川侃 溢符,0.7228,41,2013,economic
川侃 溢符,0.9931,59,2013,education
川侃 溢符,0.9791,34,2013,health
川侃 溢符,0.1038,88,2013,political
川侃 溢符,0.6997,59,2013,overall
川侃 溢符,0.7055,56,2014,economic
川侃 溢符,1,1,2014,education
川侃 溢符,0.9791,37,2014,health
川侃 溢符,0.1221,88,2014,political
川侃 溢符,0.7017,60,2014,overall
川侃 溢符,0.711,47,2015,economic
川侃 溢符,0.999,39,2015,education
川侃 溢符,0.98,1,2015,health
川侃 溢符,0.308,30,2015,political
川侃 溢符,0.749,23,2015,overall
川侃 溢符,0.703,50,2016,economic
川侃 溢符,0.995,53,2016,education
川侃 溢符,0.98,1,2016,health
川侃 溢符,0.308,30,2016,political
川侃 溢符,0.7465,22,2016,overall
戦恐､ｼ,0.5683,74,2006,economic
戦恐､ｼ,0.7392,108,2006,education
戦恐､ｼ,0.9687,87,2006,health
戦恐､ｼ,0.1023,61,2006,political
戦恐､ｼ,0.5946,99,2006,overall
戦恐､ｼ,0.5852,86,2007,economic
戦恐､ｼ,0.7403,121,2007,education
戦恐､ｼ,0.9686,100,2007,health
戦恐､ｼ,0.1023,68,2007,political
戦恐､ｼ,0.5991,111,2007,overall
戦恐､ｼ,0.5654,96,2008,economic
戦恐､ｼ,0.7001,126,2008,education
戦恐､ｼ,0.9686,101,2008,health
戦恐､ｼ,0.1129,70,2008,political
戦恐､ｼ,0.5867,120,2008,overall
戦恐､ｼ,0.5975,91,2009,economic
戦恐､ｼ,0.7001,130,2009,education
戦恐､ｼ,0.9686,106,2009,health
戦恐､ｼ,0.1129,74,2009,political
戦恐､ｼ,0.5948,120,2009,overall
戦恐､ｼ,0.6316,74,2010,economic
戦恐､ｼ,0.7003,129,2010,education
戦恐､ｼ,0.9737,75,2010,health
戦恐､ｼ,0.1021,82,2010,political
戦恐､ｼ,0.6019,121,2010,overall
戦恐､ｼ,0.6373,71,2011,economic
戦恐､ｼ,0.7043,131,2011,education
戦恐､ｼ,0.9737,77,2011,health
戦恐､ｼ,0.139,64,2011,political
戦恐､ｼ,0.6136,116,2011,overall
戦恐､ｼ,0.6219,85,2012,economic
戦恐､ｼ,0.7386,130,2012,education
戦恐､ｼ,0.9737,72,2012,health
戦恐､ｼ,0.1457,62,2012,political
戦恐､ｼ,0.62,118,2012,overall
戦恐､ｼ,0.6148,93,2013,economic
戦恐､ｼ,0.7451,131,2013,education
戦恐､ｼ,0.9737,68,2013,health
戦恐､ｼ,0.1457,66,2013,political
戦恐､ｼ,0.6198,118,2013,overall
戦恐､ｼ,0.6177,103,2014,economic
戦恐､ｼ,0.7113,139,2014,education
戦恐､ｼ,0.9725,82,2014,health
戦恐､ｼ,0.1563,70,2014,political
戦恐､ｼ,0.6144,122,2014,overall
戦恐､ｼ,0.608,108,2015,economic
戦恐､ｼ,0.741,140,2015,education
戦恐､ｼ,0.978,59,2015,health
戦恐､ｼ,0.232,44,2015,political
戦恐､ｼ,0.64,123,2015,overall
戦恐､ｼ,0.599,106,2016,economic
戦恐､ｼ,0.84,132,2016,education
戦恐､ｼ,0.978,57,2016,health
戦恐､ｼ,0.231,45,2016,political
戦恐､ｼ,0.6621,108,2016,overall
ｼぉ\,N/A,N/A,2006,overall
ｼぉ\,N/A,N/A,2007,overall
ｼぉ\,N/A,N/A,2008,overall
ｼぉ\,0.5343,111,2009,economic
ｼぉ\,0.991,72,2009,education
ｼぉ\,0.9796,1,2009,health
ｼぉ\,0.0608,115,2009,political
ｼぉ\,0.6414,101,2009,overall
ｼぉ\,0.4983,114,2010,economic
ｼぉ\,0.9889,70,2010,education
ｼぉ\,0.9796,1,2010,health
ｼぉ\,0.0358,121,2010,political
ｼぉ\,0.6256,108,2010,overall
ｼぉ\,0.4972,116,2011,economic
ｼぉ\,0.9893,70,2011,education
ｼぉ\,0.9796,1,2011,health
ｼぉ\,0.0358,123,2011,political
ｼぉ\,0.6255,109,2011,overall
ｼぉ\,0.4974,117,2012,economic
ｼぉ\,0.9925,63,2012,education
ｼぉ\,0.9796,1,2012,health
ｼぉ\,0.0448,123,2012,political
ｼぉ\,0.6285,113,2012,overall
ｼぉ\,0.4975,120,2013,economic
ｼぉ\,0.9925,63,2013,education
ｼぉ\,0.9796,1,2013,health
ｼぉ\,0.0448,125,2013,political
ｼぉ\,0.6286,117,2013,overall
ｼぉ\,0.5065,125,2014,economic
ｼぉ\,0.9925,70,2014,education
ｼぉ\,0.9796,1,2014,health
ｼぉ\,0.0358,136,2014,political
ｼぉ\,0.6286,117,2014,overall
ｼぉ\,0.512,129,2015,economic
ｼぉ\,0.992,71,2015,education
ｼぉ\,0.98,1,2015,health
ｼぉ\,0.097,110,2015,political
ｼぉ\,0.645,120,2015,overall
ｼぉ\,N/A,N/A,2016,overall
ヵ\\,0.7341,8,2006,economic
ヵ\\,0.9992,18,2006,education
ヵ\\,0.9796,1,2006,health
ヵ\\,0.4704,3,2006,political
ヵ\\,0.7958,3,2006,overall
ヵ\\,0.7225,22,2007,economic
ヵ\\,0.9992,21,2007,education
ヵ\\,0.9796,1,2007,health
ヵ\\,0.5165,2,2007,political
ヵ\\,0.8044,3,2007,overall
ヵ\\,0.7408,19,2008,economic
ヵ\\,1,1,2008,education
ヵ\\,0.9796,1,2008,health
ヵ\\,0.5577,1,2008,political
ヵ\\,0.8195,2,2008,overall
ヵ\\,0.7504,15,2009,economic
ヵ\\,1,1,2009,education
ヵ\\,0.9796,1,2009,health
ヵ\\,0.5709,2,2009,political
ヵ\\,0.8252,2,2009,overall
ヵ\\,0.7566,16,2010,economic
ヵ\\,0.9993,28,2010,education
ヵ\\,0.9796,1,2010,health
ヵ\\,0.5686,2,2010,political
ヵ\\,0.826,3,2010,overall
ヵ\\,0.7681,12,2011,economic
ヵ\\,0.9995,26,2011,education
ヵ\\,0.9796,1,2011,health
ヵ\\,0.606,2,2011,political
ヵ\\,0.8383,3,2011,overall
ヵ\\,0.7847,14,2012,economic
ヵ\\,1,1,2012,education
ヵ\\,0.9796,1,2012,health
ヵ\\,0.6162,2,2012,political
ヵ\\,0.8451,2,2012,overall
ヵ\\,0.7727,19,2013,economic
ヵ\\,1,1,2013,education
ヵ\\,0.9796,1,2013,health
ヵ\\,0.6162,2,2013,political
ヵ\\,0.8421,2,2013,overall
ヵ\\,0.7859,21,2014,economic
ヵ\\,1,1,2014,education
ヵ\\,0.9789,52,2014,health
ヵ\\,0.6162,2,2014,political
ヵ\\,0.8453,2,2014,overall
ヵ\\,0.815,8,2015,economic
ヵ\\,1,1,2015,education
ヵ\\,0.98,1,2015,health
ヵ\\,0.607,2,2015,political
ヵ\\,0.85,2,2015,overall
ヵ\\,0.794,16,2016,economic
ヵ\\,1,1,2016,education
ヵ\\,0.98,1,2016,health
ヵ\\,0.607,2,2016,political
ヵ\\,0.845,2,2016,overall
梠､,0.5247,88,2006,economic
梠､,1,1,2006,education
梠､,0.9796,1,2006,health
梠､,0.104,60,2006,political
梠､,0.652,69,2006,overall
梠､,0.646,61,2007,economic
梠､,1,1,2007,education
梠､,0.9796,1,2007,health
梠､,0.104,67,2007,political
梠､,0.6824,49,2007,overall
梠､,0.6631,53,2008,economic
梠､,1,1,2008,education
梠､,0.9796,1,2008,health
梠､,0.2939,18,2008,political
梠､,0.7341,15,2008,overall
梠､,0.6591,61,2009,economic
梠､,1,1,2009,education
梠､,0.9796,1,2009,health
梠､,0.2939,16,2009,political
梠､,0.7331,18,2009,overall
梠､,0.661,60,2010,economic
梠､,1,1,2010,education
梠､,0.9796,1,2010,health
梠､,0.1695,47,2010,political
梠､,0.7025,46,2010,overall
梠､,0.6587,61,2011,economic
梠､,1,1,2011,education
梠､,0.9796,1,2011,health
梠､,0.1691,46,2011,political
梠､,0.7018,48,2011,overall
梠､,0.6687,62,2012,economic
梠､,1,1,2012,education
梠､,0.9796,1,2012,health
梠､,0.1452,63,2012,political
梠､,0.6984,57,2012,overall
梠､,0.669,67,2013,economic
梠､,1,1,2013,education
梠､,0.9796,1,2013,health
梠､,0.187,45,2013,political
梠､,0.7089,45,2013,overall
梠､,0.7036,57,2014,economic
梠､,1,1,2014,education
梠､,0.9796,1,2014,health
梠､,0.352,20,2014,political
梠､,0.7588,15,2014,overall
梠､,0.699,56,2015,economic
梠､,1,1,2015,education
梠､,0.98,1,2015,health
梠､,0.365,19,2015,political
梠､,0.761,16,2015,overall
梠､,0.676,64,2016,economic
梠､,1,1,2016,education
梠､,0.98,1,2016,health
梠､,0.365,19,2016,political
梠､,0.755,17,2016,overall
ｰ尖ｹ符,0.6876,25,2006,economic
ｰ尖ｹ符,0.8086,106,2006,education
ｰ尖ｹ符,0.9741,64,2006,health
ｰ尖ｹ符,0.1089,55,2006,political
ｰ尖ｹ符,0.6448,78,2006,overall
ｰ尖ｹ符,0.6866,37,2007,economic
ｰ尖ｹ符,0.8084,117,2007,education
ｰ尖ｹ符,0.9796,1,2007,health
ｰ尖ｹ符,0.0939,73,2007,political
ｰ尖ｹ符,0.6421,93,2007,overall
ｰ尖ｹ符,0.7063,32,2008,economic
ｰ尖ｹ符,0.8355,118,2008,education
ｰ尖ｹ符,0.9796,1,2008,health
ｰ尖ｹ符,0.1272,63,2008,political
ｰ尖ｹ符,0.6622,83,2008,overall
ｰ尖ｹ符,0.7412,23,2009,economic
ｰ尖ｹ符,0.8528,119,2009,education
ｰ尖ｹ符,0.9796,1,2009,health
ｰ尖ｹ符,0.1272,68,2009,political
ｰ尖ｹ符,0.6752,73,2009,overall
ｰ尖ｹ符,0.7588,14,2010,economic
ｰ尖ｹ符,0.8288,121,2010,education
ｰ尖ｹ符,0.9796,1,2010,health
ｰ尖ｹ符,0.1377,62,2010,political
ｰ尖ｹ符,0.6762,75,2010,overall
ｰ尖ｹ符,0.7561,19,2011,economic
ｰ尖ｹ符,0.832,122,2011,education
ｰ尖ｹ符,0.9796,1,2011,health
ｰ尖ｹ符,0.1375,66,2011,political
ｰ尖ｹ符,0.6763,77,2011,overall
ｰ尖ｹ符,0.7716,18,2012,economic
ｰ尖ｹ符,0.7634,127,2012,education
ｰ尖ｹ符,0.9796,1,2012,health
ｰ尖ｹ符,0.1375,70,2012,political
ｰ尖ｹ符,0.663,93,2012,overall
ｰ尖ｹ符,N/A,N/A,2013,overall
ｰ尖ｹ符,N/A,N/A,2014,overall
ｰ尖ｹ符,0.697,58,2015,economic
ｰ尖ｹ符,0.926,118,2015,education
ｰ尖ｹ符,0.973,85,2015,health
ｰ尖ｹ符,0.098,108,2015,political
ｰ尖ｹ符,0.674,96,2015,overall
ｰ尖ｹ符,0.685,60,2016,economic
ｰ尖ｹ符,0.913,127,2016,education
ｰ尖ｹ符,0.973,83,2016,health
ｰ尖ｹ符,0.098,106,2016,political
ｰ尖ｹ符,0.6672,103,2016,overall
ぃｰぉ\,0.6565,41,2006,economic
ぃｰぉ\,0.9967,28,2006,education
ぃｰぉ\,0.9227,115,2006,health
ぃｰぉ\,0.1042,59,2006,political
ぃｰぉ\,0.67,53,2006,overall
ぃｰぉ\,0.6304,69,2007,economic
ぃｰぉ\,0.9982,28,2007,education
ぃｰぉ\,0.9332,125,2007,health
ぃｰぉ\,0.1042,66,2007,political
ぃｰぉ\,0.6665,65,2007,overall
ぃｰぉ\,0.635,69,2008,economic
ぃｰぉ\,1,1,2008,education
ぃｰぉ\,0.9386,127,2008,health
ぃｰぉ\,0.0881,92,2008,political
ぃｰぉ\,0.6654,80,2008,overall
ぃｰぉ\,0.6753,54,2009,economic
ぃｰぉ\,0.9855,82,2009,education
ぃｰぉ\,0.9386,131,2009,health
ぃｰぉ\,0.0726,103,2009,political
ぃｰぉ\,0.668,81,2009,overall
ぃｰぉ\,0.6751,54,2010,economic
ぃｰぉ\,0.9813,87,2010,education
ぃｰぉ\,0.9441,129,2010,health
ぃｰぉ\,0.0388,119,2010,political
ぃｰぉ\,0.6598,88,2010,overall
ぃｰぉ\,0.6725,54,2011,economic
ぃｰぉ\,0.99,67,2011,education
ぃｰぉ\,0.948,128,2011,health
ぃｰぉ\,0.039,120,2011,political
ぃｰぉ\,0.6624,87,2011,overall
ぃｰぉ\,0.6766,57,2012,economic
ぃｰぉ\,0.979,89,2012,education
